name,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060
Elk Face Unit - NE of Sparwood,-2319639.893,-908181.0639,-698454.7725,-141218.0411,-102484.2308,-94830.17912,-84190.57849,-18723.74687,-14592.26414,-13610.70857,-8114.485554,-6427.78623,-5952.005343,-5250.944402,-5044.671476,-786.5688652,-298.8645185
Elk Face Unit - S of Elkford,-3036500.006,-1873050.144,-430217.7881,-426100.3038,-88277.59132,-31490.09041,-1249.015486,-610.4009163,-435.1130959,-245.1911989,-79.00881477,-48.72755983,-6.569782024,-4.226973734,-3.663162539,-3.556339191,-3.047304796
Elk Face Unit - S of Elko,-5174609.924,-4244389.249,-1526308.47,-1418183.283,-802333.5754,-357875.8297,-160694.6931,-50615.14696,-9330.810663,-4682.399508,-1425.184099,-969.5766003,-898.8167065,-388.2018036,-5.408030381,-5.172223004,-1.881282495
Elk Face Unit - SE of Fernie,15966649.98,52983.66267,25569.11743,14753.43493,4.589025922,1.134654625,0.396803591,0.044050534,0.00938659,0.009105842,0.00867672,0.007584025,0.004751973,0.001144717,0.000104138,5.44079E-05,8.9186E-06
Elk Face Unit - SW of Fernie,33136120.15,25452246.8,11057086.58,6746924.34,5517450.935,3328967.797,1250762.241,500696.8899,458420.8998,210163.4208,124689.1661,95504.40455,38557.34066,24587.61285,9390.600796,1867.494372,1274.953601
Elk Face Unit - SW of Sparwood,-315879.9866,-233067.4081,-102439.085,-80259.23865,-31922.84639,-12061.8258,-5352.604778,-4549.168192,-1992.046542,-1097.262607,-893.5140962,-264.2809649,-237.3553909,-87.62895032,-34.68351712,-28.96313881,-7.25900747
Erickson Creek,5003350.012,2784971.673,2390521.225,102430.317,96882.63269,96630.36203,43275.11233,11658.96406,8639.676397,1268.476295,294.1990802,224.0926596,55.66562804,31.0576802,27.00786728,1.75460419,1.590387906
Ewin Creek,19399930.09,4386671.808,2789804.523,2064005.594,1975747.664,1343674.297,1067176.646,566286.1768,469117.6678,16825.66109,5255.141218,182.7520502,142.9074388,32.95472858,15.8656646,9.026593873,4.426189267
Ewin Creek - North,11829079.96,7434206.852,1443346.907,147672.7513,9775.247397,6477.673941,3267.361302,1891.43017,1617.745928,635.8689859,159.9890604,148.67581,57.73772973,31.87143342,11.16401253,6.462372998,3.090765476
Fairy Creek,17562159.99,6655739.479,989016.5623,59082.04604,41246.40705,7209.583919,1507.592488,157.8268381,31.92909209,20.76585353,17.07083216,8.380467736,7.446151946,0.931930583,0.689766706,0.35645479,0.016453118
Fording River - Lower,4675670.02,4619975.361,2596196.031,1585581.317,1571243.738,179691.4581,128065.4971,1307.188792,1302.755105,1179.490057,545.2610025,391.3338347,191.7564487,79.66942816,6.533460922,2.384204378,0.842344934
Fording River - Upper,15461019.93,10533275.78,6931761.17,2011217.292,870601.4802,430582.1603,100596.6309,44902.36988,23922.45282,17931.3663,8966.1966,7292.340973,1084.502381,853.8257757,26.87482708,19.02262486,8.282907794
Forsyth Creek - Lower,14091440.01,3433881.339,2470894.115,2046435.021,1951877.11,1043299.617,983943.7853,836316.6065,136438.6405,69070.92987,21171.83775,16547.39053,972.0524075,367.002569,300.1014488,116.4176161,64.26665443
Forsyth Creek - Upper,58199130.29,488078.787,44071.05274,32641.09086,12981.24078,4719.589457,1280.277323,1114.331599,638.4702565,171.4134693,98.47461093,16.47243913,13.14419627,4.739534101,1.115576371,0.130234293,0.114856502
Gardner Creek,10564370.07,7085947.635,731359.8897,378647.9445,292454.882,170642.3232,4710.2402,4144.053416,97.10755933,56.75487177,13.28249682,0.678678448,0.329516138,0.220409261,0.15125482,0.073753392,0.054491511
Grace Creek,2975560.059,1188839.544,864123.5902,74117.88879,4077.322645,1390.29713,614.2776262,404.037042,380.8885495,109.2843095,70.58210276,2.236448854,1.634100683,0.80366994,0.421229774,0.28158434,0.274529099
Grave Creek,7099530.103,2025033.499,649743.651,510487.9982,425726.6836,289799.5564,16604.98787,15431.17107,13304.19408,8296.010811,7575.711466,3324.729748,1730.085703,429.0667982,259.5984191,17.78724224,1.876776304
Greenhills Creek,5344650.018,1489809.7,230153.427,30269.20619,14817.33086,8089.621067,1405.900407,529.644401,434.779669,380.9998191,331.3582625,133.6847544,79.18472194,14.07738828,13.35746886,6.833834762,4.239422765
Harmer Creek,4573330.151,2609702.406,1442494.74,931152.921,371283.7274,123966.0738,120147.6921,82165.11852,38692.95113,7668.640068,5101.983841,4137.936715,250.0853075,135.8255333,102.5340336,31.96220436,29.37721084
Hartley Creek,13676659.99,10903817.24,6712911.253,5448382.519,5409205.637,3434661.704,456072.1434,449247.9207,400934.3052,147055.9395,61003.8783,29549.55717,22416.16417,862.2467048,207.8534771,90.04863277,66.5873354
Henretta Creek,24495979.86,19350431.99,15402196.47,13854730.05,4871530.169,2631476.334,871420.4376,165416.8522,94738.79389,32653.02968,9622.876893,449.0682585,206.4368441,144.6422073,19.75594397,7.747682118,7.062446028
Hornickel Creek,1511479.907,505524.678,141585.212,35084.47897,17123.73215,14357.87028,5320.83992,670.781151,352.1253323,278.5925503,88.04245942,47.07104422,7.569265588,5.592908285,5.533407207,3.183146897,0.885142722
Kilmarnock Creek,19867780.1,926358.9513,166947.4651,5736.395309,5039.97569,4298.356219,3150.754141,2784.559655,1848.113755,1633.754393,711.6936766,585.8393086,465.8468673,33.24058529,15.48655132,12.16292321,5.69944802
Lake Mountain & Clode Creeks,6455060.101,3003667.033,593240.7993,127773.0608,65809.92364,24806.70992,23139.18484,2638.504295,689.1184962,399.7438861,9.988101374,2.170122194,0.340211506,0.329765572,0.116922367,0.017195053,0.013133301
Leach Creek,33639479.84,2512241.74,1766434.837,511652.8517,292395.6632,142237.7731,121099.5128,44777.09941,38811.02212,23884.66252,18032.92546,10622.01586,4592.290529,2958.243477,959.3206187,621.4962972,242.3966688
Line Creek,25978780.3,7295011.206,6460448.028,5056310.167,4765838.62,2536914.114,1884791.491,219265.6244,200286.0315,170918.5565,169775.8303,70101.04378,15312.8958,9900.496789,3805.342305,3275.543145,2588.248121
Line Creek - South,12601889.87,1174870.66,23826.22569,12195.78406,5512.554156,3482.352206,831.8957509,755.5377022,130.8319436,89.05885191,2.269551173,2.136800079,2.005504088,1.316350635,0.855162328,0.144627689,0.091027174
Littlemoor Creek,278279.9561,182371.9483,3225.308964,2180.7925,1149.963991,983.4739657,539.3156636,332.8001687,254.7625668,87.77603771,31.38341701,27.2407282,3.035746129,1.979753696,1.836300651,0.621132632,0.260652497
Lizard Creek,20877099.91,8519210.954,3874049.731,2588629.35,1548247.73,150546.2763,31633.8827,27633.22401,5116.780334,15.78558376,11.79640152,9.591213915,4.665179225,2.73491884,0.993904593,0.702263021,0.334438056
Lladnar Creek,6655070.026,4339358.611,912708.8458,95838.66868,74469.73716,3469.105759,1979.314931,225.4648415,136.8334626,0.65039231,0.371193441,0.089259032,0.08221487,0.047397954,0.010830498,0.008101748,0.006312859
Lowe Creek,4707300.018,4091328.194,1387806.408,189279.6922,143403.6966,90243.6853,24534.04518,10311.69061,3441.666566,2535.348819,2229.697041,1934.575065,1273.678139,732.2270708,684.4294508,496.2459193,383.9001077
Marten Creek,13386769.91,6025209.832,6004318.212,77482.28951,59928.63735,51924.5701,8415.570571,346.5789675,167.9771104,69.67576578,66.59783725,17.51476273,11.82298192,10.26765087,4.681858818,0.074035318,0.00697936
Matheson Creek,10599560.08,1455864.924,1205617.232,972624.3988,405579.0714,167389.9441,20869.87034,15209.35913,2088.355203,1361.549654,345.9733164,134.5267958,13.22346984,2.815525082,1.20868787,0.870149529,0.092834714
McCool Creek,6125559.9,5717316.596,40403.78099,19248.20683,12067.27107,376.9109754,0.89979916,0.804518986,0.585651372,0.130441982,0.035691176,0.034091171,0.021335552,0.003195359,0.001060122,0.000747245,6.16917E-05
Michel Creek - Lower,998039.9292,516894.974,262226.4104,6069.611655,4172.97338,1035.983032,394.2926196,140.4557504,131.3833239,39.29240904,15.85520065,14.21749478,1.784015049,1.778996105,1.688857648,1.361118733,0.436355651
Michel Creek - Mid 1,7826449.878,3634450.296,1265439.256,554484.9521,220069.8194,113327.7782,82417.36408,11106.56586,2887.829587,476.2582556,388.6502726,91.0531699,17.78092426,5.681621855,5.478898756,5.466831022,5.242177446
Michel Creek - Mid 2,9995069.763,7867063.599,7348530.003,3650598.514,3284559.645,1305820.135,950625.8865,300951.9098,13060.82591,9640.041921,246.0972164,17.72865958,6.158321044,3.786796258,1.291562804,1.154506466,0.708965807
Michel Creek - Upper,12842140.1,7692050.9,2052651.533,980350.4952,910713.5461,670014.5125,558300.8662,190597.1593,44405.15826,10605.49914,10389.99693,1859.005383,442.5723259,233.6218889,63.55132989,18.57510899,17.62959289
Morrissey Creek,35976769.96,22970963.77,6360247.36,3550722.449,2629091.131,2456369.426,2006740.36,1349073.998,1304487.789,1160041.821,940848.932,529061.687,22543.57554,16017.44178,10387.65427,8794.571397,3554.511316
Nordstrum Creek,2190249.86,104075.5446,87387.624,13563.00879,6751.031012,4464.626871,3247.874395,2334.753689,413.7207394,339.6712263,24.37042814,8.032919838,0.267856283,0.127059545,0.117842222,0.023042216,0.006561023
Quarrie Creek,24133399.9,8470341.134,7900568.073,3999644.845,1244974.263,55375.62041,15432.12787,5729.840287,5.076819948,3.865126017,3.156651274,1.783459864,1.317330788,1.152646784,0.856886263,0.114184081,0.016023465
Summit Creek,3637769.971,337267.9941,139814.2714,20379.51576,657.8052368,21.99416048,15.05018103,4.502594739,0.139529682,0.136760165,0.122667529,0.002600834,0.001470405,0.001125005,0.000635249,0.000242332,0.000104014
Swift Creek,5380709.955,747436.5117,309626.094,214071.085,191200.5592,14520.83267,6375.361886,4367.310103,748.3080737,293.5645534,93.24308922,49.35068764,31.3286799,7.041578308,1.812780741,0.125751838,0.020684845
Telford Creek,7293120.056,5788368.211,3523303.987,2631617.427,456266.6289,338179.4045,118738.5189,94740.92211,51025.01535,50268.93054,15428.33584,8594.061729,817.5323673,7.810869527,7.732045492,2.473088897,1.338607265
Tobermory Creek,22113249.96,15512290.48,12049860.96,10475229.53,329979.7201,176567.1376,103221.6858,48809.30177,14213.66341,518.0870364,20.92636681,7.944254322,3.936202396,2.014380738,1.238156171,1.091964828,0.605063141
Todhunter Creek,7769030.066,1900780.481,996003.5329,136917.2064,89699.63069,58342.40767,23611.80379,7765.088859,3323.086045,128.8479375,8.815970507,4.287451493,0.952829312,0.481155237,0.352774439,0.049745398,0.003329139
Upper Elk Lakes,41480939.88,28119382.64,7086657.619,5560157.952,4338964.447,3301866.274,2212888.908,7482.540823,1552.072753,158.9752692,57.49829048,50.79027151,26.91819855,17.67085125,16.00671902,4.775907371,2.521088241
Weary Creek,9950690.015,1425537.074,857980.7163,245750.4339,206537.267,119968.7268,118677.3666,9218.093831,5013.423587,4117.362873,2984.584082,2832.482376,1077.201591,306.0776747,45.28034633,30.21074946,24.27854078
Weigert Creek,8145490.21,6106232.244,5807130.392,3570932.978,999084.0269,460276.2748,102345.2503,16495.95444,9276.008387,1055.055684,1046.157042,331.7380892,330.4492008,313.5529441,291.8283849,141.6535356,128.2454814
Wheeler Creek,5814269.946,2243928.213,388048.7667,92682.51411,32781.39779,28317.66444,21582.9372,12549.875,11768.47662,8632.115257,5655.336806,2247.769532,457.9649673,177.97256,53.64966887,34.03365299,19.33369256
